entity,job_number,customer,contractor,start_date,end_date,status,actual_gross_margin_percent_to_date,percent_complete,actual_costs_to_date,revenue_to_date,months_since_start,report_date,poor_perf_flag,cost_to_complete,prediction
Dilling,D227864,"Tsmc Gas Plant-phoenix,az","Linde Engineering Na, Llc",2022-07-08,2024-04-30,Open,3.0E-4,0.9979,5.2301545E7,5.2317656E7,21.0,2024-03-31,0,110308.0,2542857.978872467
Dilling,D227864,"Tsmc Gas Plant-phoenix,az","Linde Engineering Na, Llc",2022-07-08,2024-06-28,Open,3.0E-4,0.998,5.2307872E7,5.232357E7,22.0,2024-04-30,0,104397.0,2542857.978872467
Dilling,D227864,"Tsmc Gas Plant-phoenix,az","Linde Engineering Na, Llc",2022-07-08,2024-06-30,Open,3.0E-4,0.9992,5.2345802E7,5.2361514E7,23.0,2024-05-31,0,41975.0,2542857.978872467
Dilling,D227864,"Tsmc Gas Plant-phoenix,az","Linde Engineering Na, Llc",2022-07-08,2024-07-31,Open,3.0E-4,0.9992,5.2345802E7,5.2361514E7,24.0,2024-06-30,0,41975.0,2542857.978872467
Dilling,D227864,"Tsmc Gas Plant-phoenix,az","Linde Engineering Na, Llc",2022-07-08,2024-09-30,Open,3.0E-4,0.9992,5.2345802E7,5.2361514E7,25.0,2024-07-31,0,41975.0,2542857.978872467
Dilling,D227864,"Tsmc Gas Plant-phoenix,az","Linde Engineering Na, Llc",2022-07-08,2024-09-30,Open,3.0E-4,0.9992,5.2345802E7,5.2361514E7,26.0,2024-08-31,0,41975.0,2542857.978872467
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2020-12-31,Open,-0.2934,0.8601,4.1514436E7,3.2097354E7,35.0,2022-01-31,1,6751913.0,5449846.832032385
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2020-12-31,Open,-0.2931,0.8808,4.2545E7,3.2901017E7,36.0,2022-02-28,1,5755737.0,6235650.760675171
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2020-12-31,Open,-0.2883,0.8964,4.3853431E7,3.4038901E7,37.0,2022-03-31,1,5067670.0,5675227.26241207
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2020-12-31,Open,-0.2931,0.9184,4.4996691E7,3.4796537E7,38.0,2022-04-30,1,3996863.0,7381719.596858766
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.2989,0.934,4.5950584E7,3.537585E7,39.0,2022-05-31,1,3246349.0,7713163.245351986
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.3165,0.9408,4.6597296E7,3.5395539E7,40.0,2022-06-30,1,2933772.0,3978869.912018653
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.3313,0.9407,4.713158E7,3.5401807E7,41.0,2022-07-31,1,2970917.0,734692.4761212171
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.3533,0.9452,4.8139223E7,3.557276E7,42.0,2022-08-31,1,2788506.0,4213127.156134171
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.3604,0.9482,4.8546527E7,3.5684474E7,43.0,2022-09-30,1,2651317.0,734692.4761212171
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.3664,0.9543,4.9043473E7,3.589359E7,44.0,2022-10-31,1,2350026.0,734692.4761212171
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.3673,0.9628,4.9514275E7,3.6213495E7,45.0,2022-11-30,1,1914224.0,471779.03313195513
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.389,0.9556,4.992304E7,3.5942598E7,46.0,2022-12-31,1,2320839.0,471779.03313195513
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.3986,0.9533,5.0127136E7,3.5841102E7,47.0,2023-01-31,1,2457712.0,720599.2383185374
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.4018,0.9538,5.0268213E7,3.5859858E7,48.0,2023-02-28,1,2437048.0,720599.2383185374
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.4082,0.9536,5.0489953E7,3.585517E7,49.0,2023-03-31,1,2454720.0,706036.2772474727
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.4098,0.9557,5.0655747E7,3.5931016E7,50.0,2023-04-30,1,2350654.0,720599.2383185374
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.4125,0.9601,5.0985261E7,3.6096647E7,51.0,2023-05-31,1,2121140.0,720599.2383185374
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.4196,0.9588,5.1174163E7,3.6049339E7,52.0,2023-06-30,1,2198949.0,471779.03313195513
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.421,0.9625,5.1420743E7,3.6186792E7,53.0,2023-07-31,1,2005832.0,720599.2383185374
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.4216,0.9703,5.17839E7,3.6425844E7,54.0,2023-08-31,1,1585217.0,514219.569029391
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.4396,0.9627,5.2026732E7,3.6140255E7,55.0,2023-09-30,1,2016365.0,471779.03313195513
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.44,0.9686,5.2359535E7,3.6361086E7,56.0,2023-10-31,1,1698944.0,514219.569029391
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.4397,0.9697,5.2442273E7,3.6424646E7,57.0,2023-11-30,1,1636801.0,959333.4226426533
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.4449,0.9742,5.2871755E7,3.6592725E7,58.0,2023-12-31,1,1399774.0,777133.012018653
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.4503,0.972,5.2949003E7,3.6508892E7,59.0,2024-01-31,1,1526620.0,584509.4853519864
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.4509,0.9749,5.3132252E7,3.6619002E7,60.0,2024-02-29,1,1369797.0,514219.569029391
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2022-11-30,Open,-0.4583,0.9734,5.3323859E7,3.6564926E7,61.0,2024-03-31,1,1455632.0,514219.569029391
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2020-12-31,Open,-0.4583,0.9753,5.3428585E7,3.6636738E7,62.0,2024-04-30,1,1350906.0,1081268.6810464258
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2020-12-31,Open,-0.4607,0.9752,5.3503842E7,3.6629673E7,63.0,2024-05-31,1,1363389.0,833329.6905385687
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2020-12-31,Open,-0.4633,0.9761,5.365221E7,3.6664173E7,64.0,2024-06-30,1,1315398.0,514219.569029391
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2020-12-31,Open,-0.4804,0.9702,5.3950969E7,3.6443E7,65.0,2024-07-31,1,1658179.0,514219.569029391
Southwest,180005,Mgmc Womens & Childrens Tower,Je Dunn Construction,2019-03-15,2020-12-31,Open,-0.4804,0.9747,5.4203377E7,3.6613476E7,66.0,2024-08-31,1,1405804.0,619661.2385987432
